filename,chroma_stft,rms,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
0020_102_020_30s.wav,0.21500449,0.50741506,1097.8547962241316,1224.976943864863,1884.7886029411766,0.02924094185371517,-157.64633,212.76103,-25.856441,-32.25494,18.92742,14.404318,-20.669037,-17.09954,-8.328539,-22.422352,-19.257452,-2.2231274,-6.588706,-12.531615,0.491403,4.711896,-5.407184,-2.3874671,10.18119,6.6779647,1
0021_102_030_30s.wav,0.20687546,0.5119569,1118.7203840835227,1251.5511891803844,1894.013547159201,0.029603940414570432,-156.43639,211.01659,-27.40997,-31.279716,18.484999,14.676166,-19.373539,-16.343964,-8.255779,-22.270884,-18.838293,-2.1283674,-6.742159,-12.58688,0.7012039,5.4073987,-4.199336,-1.0902009,11.191911,7.3632736,1
0022_102_040_30s.wav,0.20552559,0.4999024,1153.4880661148886,1266.019791353726,1909.2217885303792,0.03212962431066176,-157.0339,207.36786,-29.00338,-31.457926,16.986883,14.90603,-19.059864,-15.467872,-7.8217893,-22.135807,-18.41941,-1.2208668,-5.0124884,-10.860356,2.018562,6.2094107,-4.0742035,-1.8438408,10.164458,7.5401564,1
0023_102_050_30s.wav,0.21089995,0.5080988,1149.4043779818899,1284.4006033770452,1904.413484272204,0.031153628700657895,-153.46011,208.91322,-29.187029,-30.490131,15.990599,13.859629,-18.800104,-16.00559,-8.058961,-22.185474,-18.264687,-1.3913859,-4.858235,-10.452453,2.2982268,6.482019,-3.6575243,-1.5986661,9.639997,6.682364,1
0024_102_060_30s.wav,0.21833088,0.5331304,1153.4492605288542,1311.2512737735,1919.58839251161,0.03111999322755418,-142.6176,214.69722,-30.478231,-29.98883,15.135623,13.425958,-18.054482,-15.829254,-7.7143507,-21.67327,-17.88635,-1.4982685,-4.900645,-10.468452,1.6955941,5.070576,-5.4713297,-3.7046869,7.4312243,5.1067376,1
0025_102_070_30s.wav,0.22239806,0.5524788,1097.6045145415262,1276.5985647509046,1870.2970239031056,0.02767197930775929,-141.9907,219.03337,-28.755695,-30.247152,15.523298,12.158741,-17.660553,-15.817138,-7.3244567,-21.663923,-18.27347,-2.2046936,-6.054654,-12.268374,-1.1293132,2.0723746,-7.7251415,-4.1996813,8.087133,6.194084,1
0026_102_080_30s.wav,0.2221185,0.56290776,1108.6903467705954,1295.3042430250132,1879.888632570627,0.02798924874226006,-136.89369,219.76935,-29.873398,-28.872116,15.095486,12.608951,-16.85774,-15.281392,-7.1402454,-21.277071,-17.915121,-1.9648122,-5.4749355,-11.776783,-1.4192725,1.171878,-8.502079,-5.127443,6.9412446,5.497255,1
0027_102_090_30s.wav,0.21254611,0.5396091,1137.4380214482524,1307.1482431052189,1901.646834335091,0.028905342976006193,-144.26057,212.87938,-30.89081,-27.903217,14.57902,12.901071,-17.701803,-16.354994,-8.411914,-22.116129,-17.917313,-1.2644738,-4.0420623,-10.061337,0.587626,3.97294,-5.1346,-2.2879539,8.841234,6.805973,1
0028_102_100_30s.wav,0.20765013,0.52030545,1166.2524763910646,1324.9808554711624,1934.61330165804,0.03025869836010062,-149.19203,208.41481,-31.077955,-27.671995,14.762031,13.561131,-18.523726,-17.134054,-9.61196,-22.673767,-18.327442,-1.0785046,-3.142558,-7.9914846,3.6978283,7.224262,-2.3294442,-1.0037503,8.709263,5.2869062,1
0029_102_110_30s.wav,0.21413684,0.49594647,1118.102049752284,1257.3936437897091,1883.7386092903444,0.02921165253724845,-158.3073,209.15443,-25.72214,-29.636047,16.848095,13.609303,-20.558393,-18.12563,-10.371554,-23.203651,-18.7078,-1.00853,-3.8363695,-8.801966,3.8354032,7.3372526,-3.4393497,-2.3387008,8.297234,4.9227896,1
0030_102_120_30s.wav,0.21732467,0.5153942,1126.8341466952224,1289.6261036477572,1893.6302161438177,0.029915351985777865,-150.49037,211.52615,-26.138807,-28.06031,16.069237,14.07214,-18.923613,-16.141508,-8.753306,-21.635891,-18.513308,-2.0631378,-5.102296,-9.908824,2.6618292,6.081237,-4.2013125,-2.7378361,8.112234,4.565795,1
0031_102_130_30s.wav,0.21356153,0.53250414,1109.6972232563703,1277.3068715436236,1869.8303600582915,0.029407418549245355,-148.66232,213.71109,-25.509584,-27.943111,15.593314,13.290057,-18.484264,-14.6034155,-7.2557096,-21.674416,-19.034037,-2.670807,-6.0670586,-11.65968,0.7673988,4.7294984,-4.7650476,-1.8828667,10.066757,6.9515023,1
0032_102_140_30s.wav,0.20277424,0.5614862,1147.6386249172851,1341.9479361322833,1908.8051243832238,0.029827484036377708,-142.63924,211.25208,-29.415949,-26.018383,13.76031,12.76996,-16.68316,-13.422844,-6.3404245,-21.340816,-19.388683,-3.440639,-6.1605234,-11.322562,0.49219018,4.8044677,-3.2171626,0.28654188,12.040992,9.213691,1
0033_102_150_30s.wav,0.20142768,0.53839856,1145.6162038485613,1320.5883869417812,1898.6551857585139,0.02944785670230263,-151.15506,208.0388,-28.53879,-27.19313,14.740294,12.373799,-18.546652,-15.422398,-7.9996834,-22.484844,-19.314661,-2.3386452,-4.9904127,-9.877653,2.6774683,7.0714517,-2.0093544,0.53491634,12.000799,9.1073885,1
0034_102_160_30s.wav,0.21734923,0.52050793,1068.7674378760476,1230.8411154964683,1803.622427075271,0.02701533172890867,-156.84155,213.57532,-22.749865,-29.99519,16.20314,11.248296,-20.335646,-17.019232,-9.232114,-23.352648,-19.415129,-1.748299,-5.1395655,-10.529605,2.186788,5.9414725,-4.989697,-3.253799,8.446837,6.185284,1
0035_102_170_30s.wav,0.22561552,0.51854384,1039.4232731367536,1191.9872635476754,1764.3393312814435,0.02624114895752709,-155.67552,217.8492,-20.808304,-31.616266,16.334534,10.942673,-20.864553,-17.270683,-9.369773,-23.221188,-18.76325,-1.0947287,-4.949782,-10.896071,1.869118,5.2620506,-6.457676,-4.988576,6.774422,4.6565514,1
0036_103_000_30s.wav,0.24839403,0.22937569,1153.7071471042332,1030.605169634461,1918.8717301785023,0.03868419540924923,-243.01855,187.82217,-8.082769,-39.02913,18.098696,16.183645,-16.580112,-12.850966,-7.234437,-20.21941,-12.543971,5.6393423,-3.902644,-17.722616,-7.1643815,0.81528515,-7.727486,-6.6207733,4.5317707,4.107892,1
0037_103_010_30s.wav,0.22068715,0.28206632,1009.5725278250883,966.5608033709485,1761.8476796814532,0.031352040199303405,-214.10182,196.91785,-10.466583,-38.960392,18.484152,15.42919,-19.646547,-16.087275,-8.78029,-21.094843,-13.133074,5.1876717,-4.5292387,-18.254774,-6.5726275,2.3542986,-6.6043563,-6.474909,4.4886785,4.1931205,1
0038_103_020_30s.wav,0.20535044,0.3033327,1008.2446731356771,954.720730671862,1762.439342770414,0.030576723647929568,-213.44804,196.93842,-12.887427,-40.384476,18.721865,13.725725,-22.285913,-16.34585,-7.6798825,-21.25015,-14.1082325,4.913063,-4.5456843,-18.417318,-6.1191516,3.9088395,-3.870455,-2.678707,8.279912,6.7000456,1
0039_103_030_30s.wav,0.1967091,0.31695506,1006.0500418523643,952.517034642327,1765.0059939168925,0.029847514149574303,-214.1567,195.81071,-13.786303,-40.776848,19.100965,13.483321,-22.676262,-15.58618,-6.4424825,-21.015554,-14.854746,4.072015,-4.912328,-18.269901,-5.4438534,5.2095327,-1.920994,-0.30808714,10.25726,7.7106457,1
0040_103_040_30s.wav,0.19632345,0.2817578,1016.9034527740026,916.646693554495,1778.4475793041313,0.02959014609133127,-229.11867,193.00621,-13.511757,-42.575417,19.810562,12.4498625,-24.99076,-15.728779,-5.7222996,-20.887201,-14.657699,5.313784,-3.254352,-15.862229,-1.5126114,9.0597725,-0.37103027,-0.8723829,8.911684,6.4174833,1
0041_103_050_30s.wav,0.20498106,0.26753467,1005.7055210803676,918.3353210679152,1765.055993614551,0.029329754619775543,-229.93391,194.73666,-10.603102,-41.455685,19.334764,13.083817,-23.700228,-15.95532,-6.894186,-21.21577,-14.188172,5.8759847,-2.4620957,-14.886556,-0.82578003,9.428096,-0.4253573,-1.7993393,7.2626486,4.6227527,1
0042_103_060_30s.wav,0.21404597,0.25889233,1023.4725164255387,914.8959040585261,1779.705905028541,0.030866971325948143,-225.846,199.2491,-11.261316,-43.01826,19.42095,13.8569975,-23.591663,-16.60907,-8.000074,-22.260061,-14.349717,6.408162,-2.2280462,-14.982618,-0.97158784,8.703293,-2.1716063,-3.967838,5.2297063,2.7247128,1
0043_103_070_30s.wav,0.21552259,0.26123005,1042.2415091355435,934.3553948937281,1788.1975203475715,0.03271333204334365,-218.89671,194.85556,-11.076848,-42.086742,17.79855,14.423608,-21.063158,-15.505195,-8.129844,-21.837658,-14.249944,5.6258116,-2.4087744,-14.351969,-0.7131121,8.526036,-2.2607076,-4.4382205,4.7061296,2.9010048,1
0044_103_080_30s.wav,0.21373402,0.2498955,1106.5515816879365,950.6228740473318,1854.5971188382837,0.03571803798616486,-218.75702,192.88,-15.05407,-44.223495,17.80036,14.568385,-21.360851,-15.278305,-7.668442,-21.963886,-14.595283,5.69106,-1.3915616,-11.757523,3.0749347,11.625821,-1.2884164,-5.421453,2.6256557,0.7614852,1
0045_103_090_30s.wav,0.20487048,0.24961269,1142.0480667887355,991.1321659241763,1890.9385657531927,0.03674562058581656,-219.02087,189.83626,-16.792797,-43.370037,16.438042,13.296265,-21.734602,-14.892687,-7.086131,-21.537807,-14.551531,5.992208,0.5095663,-7.805748,7.826672,15.56876,0.92858094,-5.174078,1.7131807,-0.27483866,1
0046_103_100_30s.wav,0.20718086,0.2390416,1078.8254733184956,943.4776812479064,1835.8055658015674,0.03379117888931889,-227.54912,195.27066,-13.716121,-44.260887,16.392853,11.849063,-23.859152,-16.165674,-7.413014,-21.51467,-14.344052,5.4638863,-2.1189198,-11.868995,4.3278394,13.5080185,0.3593004,-3.6204357,4.664783,1.9752868,1
0047_103_110_30s.wav,0.20898777,0.25525582,1015.8753358023075,929.8382910592146,1761.014351387142,0.030919503132256193,-224.14223,198.12782,-10.078872,-42.62725,15.70135,11.776679,-22.88618,-16.564287,-8.591915,-21.633799,-13.7234335,5.378026,-3.8420138,-15.503095,-0.6750141,8.787738,-2.6627405,-4.6798797,5.238821,3.3066292,1
0048_103_120_30s.wav,0.208147,0.2678757,981.9883475345822,899.6405076440097,1717.0229507304566,0.030132659817627708,-225.33351,199.24449,-8.961282,-42.743324,17.184189,12.461152,-23.01531,-16.990143,-8.800859,-21.133951,-12.556264,5.413646,-6.612921,-20.382933,-5.503422,5.252012,-4.2947626,-3.93772,7.641192,6.0677996,1
0049_103_130_30s.wav,0.20198405,0.27674785,960.9503017464415,899.8889076400205,1695.7230795278638,0.02823565692724458,-228.286,197.78749,-8.296622,-41.539326,17.654747,12.224722,-23.278746,-16.977499,-8.627154,-20.678396,-11.830218,6.042142,-6.413768,-20.6027,-5.9788327,4.73271,-4.6385345,-4.0814424,7.599759,6.4189715,1
0050_103_140_30s.wav,0.19819888,0.2920658,1026.0890154137642,962.6816474879209,1769.314301198481,0.03144992320530186,-223.11226,197.54015,-12.577487,-40.825397,17.818996,11.814137,-24.799377,-16.98155,-7.901712,-20.40288,-11.968342,5.9627795,-6.0453696,-18.245888,-1.1152294,10.283965,-0.43742546,-1.8471751,8.248357,5.853684,1
0051_103_150_30s.wav,0.20645086,0.2802749,1028.724556451756,962.4321617030722,1770.1809626245647,0.0313820853690983,-221.67531,195.20805,-10.920106,-40.577797,16.126148,11.298039,-23.816566,-16.557608,-8.061434,-20.632883,-12.874303,5.037356,-5.25797,-16.08675,1.0742795,12.536409,1.7580075,-1.0727031,7.2492123,4.0417852,1
0052_103_160_30s.wav,0.21193431,0.27407986,1013.4830114486288,950.4229001058309,1740.1394776146478,0.03131065722958591,-219.36635,197.53618,-9.001427,-40.435394,15.303197,11.331814,-23.067238,-16.45308,-8.550586,-20.865253,-12.723932,5.341382,-4.970725,-16.26229,0.031190665,10.84694,-0.19687183,-3.0366883,5.725452,3.2632017,1
0053_104_000_30s.wav,0.21349563,0.2296028,1357.6976233824332,1388.5562560188525,1974.0380632619,0.0445940236189048,-233.28822,196.6388,-14.811802,-19.222944,2.9042795,-22.632044,-19.587223,-6.2591295,-18.13702,-24.764668,-8.127545,-4.531477,-14.997636,-5.51976,2.1296854,-6.0933294,-2.6736462,2.2940195,-5.4725437,-8.267829,1
0054_104_010_30s.wav,0.22172473,0.24099554,1072.9674052373975,1320.6301374102516,1570.5405031564435,0.03202323795472136,-226.55461,204.15683,-13.337622,-20.156342,1.3179961,-23.419722,-19.129755,-5.6142936,-19.389984,-27.55446,-8.524109,-3.665603,-15.453458,-5.088848,2.22846,-8.682935,-5.0854135,1.0635101,-7.323733,-9.752836,1
0055_104_020_30s.wav,0.21601239,0.26710534,1119.7753592373583,1360.7507639730832,1655.3316571026025,0.03337716022881192,-214.66164,188.73972,-10.234975,-21.031752,-0.06776079,-21.285988,-19.105629,-6.29496,-19.219372,-27.366163,-9.594119,-4.962237,-14.350387,-3.5856338,4.064949,-5.5563755,-3.1853223,2.1115863,-5.862749,-8.475289,1
0056_104_030_30s.wav,0.21032071,0.25922552,1148.3687892096389,1411.4444104050597,1729.8395398969622,0.032920813781927245,-221.11542,183.20705,-10.373828,-19.300732,1.434727,-20.79084,-19.178436,-6.7127213,-20.266483,-28.428303,-9.986126,-4.574591,-13.259853,-2.2662432,4.8998723,-4.680554,-2.1707225,2.6742423,-4.7429657,-6.9151874,1
0057_104_040_30s.wav,0.20174222,0.24811745,1212.123331188897,1480.5366406406763,1874.8386631071014,0.03384106520897833,-229.02563,174.3984,-12.228709,-16.907505,1.7659069,-20.697628,-17.974794,-5.9462414,-19.364801,-27.736727,-9.971657,-5.3464394,-14.215993,-1.8243941,6.617733,-1.5483925,2.2939491,6.2830925,-2.3983107,-5.6130104,1
0058_104_050_30s.wav,0.20476641,0.22793934,1218.4249577245541,1464.744108272282,1931.3549880272833,0.03379665882594814,-230.01315,177.14923,-13.049436,-17.458273,2.1025395,-22.297443,-19.078539,-5.5617514,-18.197031,-27.041227,-9.401509,-4.8417892,-15.474105,-3.7300637,4.917839,-2.0469716,3.8445466,8.172205,-0.8926458,-4.6814756,1
0059_104_060_30s.wav,0.22297978,0.21280763,1143.8034932999471,1392.0903749093309,1785.0475393950755,0.03227871637964396,-238.55249,199.42073,-16.619574,-17.467234,1.6176047,-23.328854,-19.38308,-7.0020967,-17.783716,-27.028637,-9.672081,-4.37586,-16.441519,-4.9798574,3.1014888,-5.9817705,-0.15402892,5.755483,-2.0025103,-5.0969625,1
0060_104_070_30s.wav,0.22577976,0.23207484,1100.8056939475632,1346.1885459633677,1728.114550327738,0.030863192059307275,-226.74962,201.73096,-15.49259,-18.640924,1.4494089,-23.172718,-20.485868,-8.040931,-18.617832,-28.102644,-11.091562,-5.174456,-16.171255,-5.652631,1.633043,-7.4851227,-2.7100549,3.5807035,-2.220299,-4.472159,1
0061_104_080_30s.wav,0.22395226,0.2249283,1111.6807611185234,1374.4038411000324,1731.1311987531444,0.03087868705253483,-229.40826,192.55562,-11.359701,-19.911985,1.22878,-22.72304,-21.282463,-7.4226336,-18.82154,-28.191576,-10.759515,-5.439381,-15.490881,-5.15616,1.4511561,-6.8769426,-1.8366505,4.8432736,-1.0181437,-4.5954666,1
0062_104_090_30s.wav,0.21027008,0.22959045,1175.600684041852,1439.7051377550677,1891.8718934428211,0.03176379129982585,-232.53705,186.2605,-15.186684,-17.310413,2.1747444,-23.846737,-21.103825,-5.978593,-17.00917,-27.904478,-10.979334,-5.4115825,-15.951753,-5.1164217,1.9723736,-4.491193,3.0440667,8.955139,1.8135324,-3.1800888,1
0063_104_100_30s.wav,0.19660525,0.22783196,1210.207171409162,1488.449182150427,1930.9216573142414,0.032180644410313465,-246.00346,177.76076,-14.017796,-17.072,2.5017924,-22.759844,-21.072298,-6.1551924,-15.964188,-26.945225,-10.762053,-3.7458076,-13.208024,-1.7942635,6.979367,0.25415304,4.800223,7.271811,-2.055852,-6.287501,1
0064_104_110_30s.wav,0.20358266,0.2230007,1155.1569738269127,1426.1838995272517,1803.4390948505225,0.031249811036667956,-244.46475,182.43683,-10.738638,-19.263922,1.9799631,-22.06262,-21.363113,-6.4018035,-16.59949,-26.888243,-10.748218,-3.8722253,-12.331465,-1.8908194,5.6402597,-1.6531392,1.8713763,4.4112544,-3.8580947,-6.2409735,1
0065_104_120_30s.wav,0.21481374,0.22205687,1085.073390240254,1335.3691734890483,1632.3067963307856,0.031088436351102942,-238.7078,191.54196,-7.3971434,-23.182669,0.9879722,-20.122252,-21.420004,-8.2565775,-18.590183,-27.582909,-11.256249,-4.4340215,-12.182437,-2.0550961,5.2341475,-4.068526,-3.6516817,-0.53371984,-6.986726,-7.9403176,1
0066_104_130_30s.wav,0.2256892,0.21638808,1060.8779060745455,1302.6182639467456,1540.532351278299,0.03175566587654799,-239.6586,197.52061,-6.654948,-24.581911,-2.280072,-20.79655,-20.697807,-8.856472,-19.042582,-28.08495,-12.438799,-6.73999,-15.646915,-6.622223,0.5387475,-5.046486,-0.17376916,5.0594063,-0.6157918,-4.486138,1
0067_104_140_30s.wav,0.20647055,0.23651284,1096.6179648695727,1316.9781880005148,1572.5321577798472,0.03360580586058436,-242.73938,190.7252,-8.2523775,-27.276495,-4.849295,-18.892296,-19.130693,-9.9090395,-18.432318,-27.411867,-14.050355,-7.4624233,-15.164794,-5.881498,3.6549847,-0.7040648,2.2717736,6.100656,0.51698524,-3.8288348,1
0068_104_150_30s.wav,0.19225982,0.24161953,1154.810068577337,1371.398790811574,1665.6649279520607,0.03524222831607972,-248.47702,182.14116,-9.479941,-27.173822,-6.1545124,-18.415895,-17.912907,-9.374001,-17.183662,-26.099125,-13.674502,-6.27211,-13.08894,-3.9807632,5.9154882,2.605282,5.300484,6.639969,-0.55288595,-4.319153,1
0069_104_160_30s.wav,0.20405327,0.23281161,1095.6454653308147,1324.8109879027288,1569.91550693571,0.03361978914715557,-245.65088,190.01836,-5.4502044,-29.025902,-5.5303473,-17.812128,-18.931263,-9.748062,-17.569529,-25.024614,-11.606177,-4.386323,-11.423531,-3.444484,5.001384,-1.6574843,-1.0599808,2.332526,-3.6022167,-6.1666307,1
0070_104_170_30s.wav,0.23181668,0.19666435,1512.4178831653157,1485.8352076137467,2118.8871873790636,0.046970615446013934,-264.90527,188.09247,-0.11009741,-25.56916,-5.60624,-17.585463,-18.688286,-10.127012,-17.492254,-23.930637,-10.612533,-3.9119442,-11.260723,-4.8291016,1.9467705,-4.8570466,-3.5754666,0.6295648,-5.0403314,-7.850567,1
0071_105_000_30s.wav,0.21665846,0.09369629,1402.0684307718739,1385.1655190102765,2071.4458075839298,0.04885760327979876,-362.83722,161.98128,15.790009,17.190002,10.878817,-32.715767,-23.458252,-5.4389296,-20.043045,-23.719053,-9.611863,-10.4374075,-16.577452,-8.199574,-3.9623675,-8.863022,-8.598229,-9.635296,-13.286131,-9.360238,1
0072_105_010_30s.wav,0.21542542,0.10608352,950.5147710129903,1290.3894303794216,1633.3984563963331,0.0233821337437113,-338.8056,172.35442,5.709913,16.74694,13.219359,-36.126163,-24.291113,-3.638453,-19.947992,-24.668198,-9.049803,-9.948018,-17.970026,-8.118438,-3.0714993,-9.798032,-8.368089,-7.778077,-12.53428,-9.260393,1
0073_105_020_30s.wav,0.22394541,0.110584505,1029.4695103355473,1325.912085015675,1869.580361569998,0.024773092830882353,-319.76184,178.94919,-5.2874293,15.8793745,14.291356,-37.783836,-23.326113,-3.6091714,-20.86225,-24.687128,-7.495263,-7.6778755,-17.180738,-6.824287,-1.819921,-10.652886,-8.81527,-7.258979,-12.193696,-8.78037,1
