filename,chroma_stft,rms,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
0010_101_100_30s,0.3249756,0.047665212,1435.7943384464431,1500.245830366228,2645.900667267318,0.044932267983262386,-322.64478,189.95288,-35.44153,4.202898,1.8406975,-25.019623,-14.791341,-15.82001,-16.882435,-23.552322,-14.294139,-1.8273684,-9.76122,-5.0889697,4.174769,-9.62023,-15.451772,-3.6914005,-6.5457187,-11.705171,1
0011_101_110_30s,0.29435915,0.05060127,1344.793021400587,1442.610134267565,2423.002015104973,0.04066112978908669,-333.28406,180.10579,-23.186611,-0.7429209,3.7193208,-23.761501,-20.605223,-21.255493,-19.265951,-21.233456,-16.668344,-6.562574,-11.340627,-6.11052,3.9141502,-8.225354,-14.50309,-4.096694,-5.284163,-11.347496,1
0012_101_120_30s,0.28567734,0.044534612,1375.0559710019536,1476.8511994157539,2484.4933099421924,0.04103206480988777,-342.1326,176.60454,-23.577286,1.2064971,4.291807,-23.118258,-21.516117,-22.600943,-16.940165,-20.377169,-17.948414,-4.46391,-10.818836,-8.729562,4.5855193,-6.3131695,-14.262803,-5.203921,-7.532042,-11.893535,1
0013_101_130_30s,0.31188974,0.0394758,1212.3185858001448,1425.6173099910336,2240.3947859725718,0.03526188050261223,-352.18076,186.78223,-7.113005,3.2073207,7.46025,-17.607277,-20.945063,-21.534231,-14.168144,-17.486668,-16.02797,-4.0867176,-11.758096,-8.7831745,6.3925624,-7.544617,-16.985186,-5.4010987,-8.579355,-13.402734,1
0014_101_140_30s,0.3142091,0.03952575,1331.1686816182028,1504.3724170515213,2457.710138563032,0.03819893757256192,-352.704,197.86256,-26.808289,14.721441,0.9900692,-21.945396,-16.635736,-20.646645,-13.376036,-18.871607,-14.137691,-5.4238853,-10.401762,-8.333105,0.10776673,-8.344615,-15.624825,-4.6340327,-6.794757,-10.801,1
0015_101_150_30s,0.31113833,0.044605874,1355.2921159519417,1492.1365758604536,2532.2846876209364,0.03974068939870356,-335.1875,188.4943,-23.218542,7.742009,2.745926,-23.135826,-15.522143,-17.39846,-14.4160595,-15.902936,-13.965019,-7.6016726,-10.603386,-10.425281,-4.8137307,-10.75998,-14.86008,-4.474972,-4.15401,-9.593813,1
0016_101_160_30s,0.3203508,0.04541168,1420.643131474385,1566.8708098081254,2685.0337639681693,0.04084329044117647,-330.1077,186.02434,-29.69665,13.031557,1.5128442,-24.613852,-15.953303,-19.695486,-15.327107,-17.22605,-13.50624,-7.8660536,-10.995622,-9.524906,-6.7067494,-13.386308,-15.318928,-3.7308235,-4.2439446,-9.415249,1
0017_101_170_30s,0.3275569,0.04772022,1337.4326854590634,1520.7596011695439,2434.576945112955,0.03764773153299149,-322.27655,190.65752,-24.21222,6.490423,0.23289098,-18.458595,-13.209814,-19.964409,-16.247692,-19.051893,-13.238542,-5.7020855,-9.7871065,-6.6726575,-3.2097626,-10.757968,-13.412424,-5.086969,-5.68858,-8.487022,1
0018_102_000_30s,0.30120018,0.092090346,1561.6311746781382,1433.6389706536934,2771.1665764681693,0.048357795266544115,-269.0851,159.77745,-10.51704,-16.160744,9.961775,5.9169693,-13.598351,-9.652856,-1.6904142,-15.632639,-4.429392,16.439814,8.475464,-8.501514,-3.0516639,7.327227,-2.6310318,-6.524701,1.9731429,4.6699567,1
0019_102_010_30s,0.31920978,0.086545765,1647.2452431150168,1564.8214607805717,3105.139556979247,0.05051783511513158,-263.1408,157.88246,-17.189137,-4.758072,17.719118,2.1991045,-20.711494,-11.131714,3.7732308,-9.792971,-1.4325557,14.057991,6.9637976,-4.4937153,-0.0045677163,5.9310894,-3.651213,-3.6764495,2.4861157,0.861095,1
0020_102_020_30s,0.295236,0.06963328,1657.5727196231085,1670.11990335788,3125.214435589203,0.04857113486842105,-300.2888,163.42657,-16.100056,7.152748,4.4854484,0.31231368,-19.608475,-16.264528,6.9314365,-3.9374962,1.8682941,5.123782,0.7268365,-5.390651,-4.543917,4.266728,-3.8445656,-3.6545599,-1.9215833,-3.1115012,1
0021_102_030_30s,0.2987149,0.077426784,1590.3047848873118,1685.0674698889127,2994.706891417134,0.04518056580156734,-285.10672,157.10515,-4.798541,4.8389835,-0.4738777,0.094725996,-15.471377,-18.396914,4.9018784,2.6330192,1.530681,-2.950436,-2.8275251,0.07091308,-0.617028,1.7590593,-2.9082632,-0.76566744,-2.7370374,-5.8526525,1
0022_102_040_30s,0.31444633,0.07293477,1533.4335103085723,1680.817525283651,2964.873738480795,0.042720830108359135,-289.59525,173.2031,-6.2554574,3.120183,-6.4384947,6.684568,-10.6753845,-22.327837,-1.2649616,-4.194129,2.309523,1.5492573,1.113909,-1.5804685,-4.4000735,2.1817331,-3.4598763,-0.81466305,-1.9157325,-5.2387905,1
0023_102_050_30s,0.300567,0.06409954,1619.7819987600005,1838.1141684719803,3225.0221653988488,0.04223122611503483,-312.33405,153.84004,4.5988555,25.40687,-8.630413,-8.780464,-13.354188,-12.034353,4.754458,-6.0263944,3.2846694,5.0016313,2.7279491,-2.5205572,-6.03284,2.8803551,-0.62531394,0.3584033,-5.1614223,-7.981781,1
